CG
Line A: Structure Position, Actual Response - Global X (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, Actual Response - Global Y (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line C: Structure Position, Actual Response - Global Z (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]

*Time (s),Line A (m),Line B (m),Line C (m)
37.5,-0.164053484797478,-3.44607271254063E-02,-0.360397040843964
37.6,-0.155585616827011,-3.39699685573578E-02,-0.339512825012207
37.7,-0.147511377930641,-0.033496905118227,-0.319145768880844
37.8,-0.139916852116585,-3.30428741872311E-02,-0.299311518669128
37.9,-0.132879436016083,-3.26095893979073E-02,-0.280025005340576
38,-0.1264668405056,-3.21979708969593E-02,-0.261300563812256
38.1,-0.120736099779606,-0.03180917724967,-0.243151962757111
38.2,-0.115733213722706,-3.14438156783581E-02,-0.225592359900475
38.3,-0.111492335796356,-3.11020892113447E-02,-0.208634167909622
38.4,-0.108035765588284,-3.07839307934046E-02,-0.192289769649506
38.5,-0.105373546481133,-3.04888188838959E-02,-0.176570937037468
38.6,-0.103503674268723,-0.030215784907341,-0.161489278078079
38.7,-0.102412566542625,-2.99635455012321E-02,-0.147056326270103
38.8,-0.102075070142746,-0.029730124399066,-0.133283242583275
38.9,-0.102455481886864,-2.95130982995033E-02,-0.120180815458298
39,-0.103508442640305,-2.93098967522383E-02,-0.107759326696396
39.1,-0.10517992079258,-2.91177351027727E-02,-9.60291996598244E-02
39.2,-0.107408069074154,-2.89328526705503E-02,-8.50005447864532E-02
39.3,-0.110124677419662,-2.87516713142395E-02,-7.46826827526093E-02
39.4,-0.113256566226482,-2.85704471170902E-02,-6.50844126939774E-02
39.5,-0.116726748645306,-2.83851940184832E-02,-5.62141798436642E-02
39.6,-0.12045543640852,-2.81920861452818E-02,-4.80800978839397E-02
39.7,-0.124361529946327,-2.79876906424761E-02,-4.06897179782391E-02
39.8,-0.128363877534866,-2.77683585882187E-02,-3.40499207377434E-02
39.9,-0.132382288575172,-2.75314282625914E-02,-2.81670913100243E-02
40,-0.136338368058205,-2.72744353860617E-02,-2.30470262467861E-02
40.1,-0.140156000852585,-2.69952807575464E-02,-1.86949223279953E-02
40.2,-0.143762663006783,-2.66926176846027E-02,-1.51149285957217E-02
40.3,-0.147089615464211,-2.63658408075571E-02,-1.23103130608797E-02
40.4,-0.150072500109673,-0.026014868170023,-0.010283662006259
40.5,-0.152651861310005,-2.56402716040611E-02,-9.03699267655611E-03
40.6,-0.154773473739624,-0.025243179872632,-8.57152137905359E-03
40.7,-0.156388700008392,-2.48252470046282E-02,-8.8872704654932E-03
40.8,-0.157454669475555,-2.43885777890682E-02,-9.98328067362309E-03
40.9,-0.157935127615929,-2.39356886595488E-02,-1.18575729429722E-02
41,-0.157800436019897,-2.34695412218571E-02,-1.45070282742381E-02
41.1,-0.157027542591095,-2.29928288608789E-02,-1.79274808615446E-02
41.2,-0.155600696802139,-2.25086137652397E-02,-2.21134405583143E-02
41.3,-0.153511598706245,-0.022019861266017,-0.027058307081461
41.4,-0.150759249925613,-2.15291045606136E-02,-3.27541567385197E-02
41.5,-0.14735059440136,-2.10388004779816E-02,-3.91919948160648E-02
41.6,-0.143300697207451,-2.05511581152678E-02,-4.63613383471966E-02
41.7,-0.138632655143738,-2.00675595551729E-02,-5.42505756020546E-02
41.8,-0.133377447724342,-1.95890199393034E-02,-6.28467425704002E-02
41.9,-0.127574250102043,-0.019116023555398,-7.21356049180031E-02
42,-0.121270291507244,-1.86483692377806E-02,-8.21020379662514E-02
42.1,-0.114520564675331,-1.81848388165236E-02,-9.27299410104752E-02
42.2,-0.107387438416481,-1.77236553281546E-02,-0.104001969099045
42.3,-0.099940337240696,-1.72629076987505E-02,-0.115899883210659
42.4,-9.22546684741974E-02,-1.67996361851692E-02,-0.128404855728149
42.5,-8.44110772013664E-02,-1.63305904716253E-02,-0.141497239470482
42.6,-7.64947980642319E-02,-1.58519521355629E-02,-0.155156806111336
42.7,-6.85940012335777E-02,-1.53595479205251E-02,-0.169362887740135
42.8,-6.07991404831409E-02,-1.48494075983763E-02,-0.184094607830048
42.9,-5.32013960182667E-02,-1.43171437084675E-02,-0.199330970644951
43,-0.045891247689724,-1.37587785720825E-02,-0.215050414204597
43.1,-0.038957130163908,-1.31708038970828E-02,-0.231231883168221
43.2,-0.032484132796526,-1.25495949760079E-02,-0.24785441160202
43.3,-2.65527479350567E-02,-1.18918791413307E-02,-0.264897614717484
43.4,-2.12378278374672E-02,-1.11954640597105E-02,-0.282341212034225
43.5,-1.66071448475122E-02,-1.04588260874152E-02,-0.300165504217148
43.6,-1.27204367890954E-02,-9.68171190470457E-03,-0.318351596593857
43.7,-9.62796993553638E-03,-8.8650044053793E-03,-0.33688148856163
43.8,-7.36970547586679E-03,-8.01047775894403E-03,-0.355737447738647
43.9,-5.97445899620652E-03,-7.1203182451427E-03,-0.374902725219727
44,-5.45905716717243E-03,-6.19833311066031E-03,-0.394361913204193
44.1,-5.82735659554601E-03,-5.24933775886893E-03,-0.41410019993782
44.2,-7.06961611285806E-03,-4.27898298949003E-03,-0.43410325050354
44.3,-9.16245859116316E-03,-3.29479109495878E-03,-0.454358011484146
44.4,-1.20682390406728E-02,-2.3047171998769E-03,-0.474852323532104
44.5,-0.015735886991024,-1.31721026264131E-03,-0.49557438492775
44.6,-2.01014652848244E-02,-3.41147242579609E-04,-0.516513347625732
44.7,-2.50890161842108E-02,6.14659336861223E-04,-0.537658989429474
44.8,-3.06118354201317E-02,1.54095760080963E-03,-0.559001445770264
44.9,-3.65741439163685E-02,2.42776423692703E-03,-0.580531179904938
45,-4.28730249404907E-02,3.26574221253395E-03,-0.602238774299622
45.1,-4.93996813893318E-02,4.04631160199642E-03,-0.624115407466888
45.2,-5.60415983200073E-02,4.76136663928628E-03,-0.646152019500732
45.3,-0.062684677541256,5.40370354428887E-03,-0.668339967727661
45.4,-6.92147612571716E-02,5.96662051975727E-03,-0.690670549869537
45.5,-7.55189284682274E-02,6.44517410546541E-03,-0.713134467601776
45.6,-8.14878270030022E-02,6.8349284119904E-03,-0.735722243785858
45.7,-8.70169475674629E-02,7.13287806138396E-03,-0.758424282073975
45.8,-9.20078605413437E-02,7.33814993873239E-03,-0.781230330467224
45.9,-9.63694229722023E-02,7.45074264705181E-03,-0.804129362106323
46,-0.100019544363022,7.47203640639782E-03,-0.827109634876251
46.1,-0.102886393666267,7.40578770637512E-03,-0.850158870220184
46.2,-0.104909375309944,7.2567262686789E-03,-0.873264014720917
46.3,-0.106039971113205,7.03087402507663E-03,-0.896410942077637
46.4,-0.106242410838604,6.73557398840785E-03,-0.919584512710571
46.5,-0.105494111776352,6.37927511706948E-03,-0.942768156528473
46.6,-0.103785768151283,5.97118260338902E-03,-0.965944230556488
46.7,-0.101121164858341,5.5223279632628E-03,-0.989094257354736
46.8,-9.75167900323868E-02,5.04413619637489E-03,-1.01219820976257
46.9,-9.30012464523315E-02,4.54889703541994E-03,-1.0352349281311
47,-8.76142084598541E-02,4.04931139200926E-03,-1.05818176269531
47.1,-8.14060866832733E-02,3.55850160121918E-03,-1.08101511001587
47.2,-7.44367837905884E-02,3.08958720415831E-03,-1.10371005535126
47.3,-6.67751431465149E-02,2.65591661445796E-03,-1.12624037265778
47.4,-5.84973990917206E-02,2.2701898124069E-03,-1.14857888221741
47.5,-4.96864132583141E-02,1.94411515258253E-03,-1.17069745063782
47.6,-4.04309220612049E-02,1.68956525158137E-03,-1.19256722927094
47.7,-3.08245606720448E-02,1.51691026985645E-03,-1.21415841579437
47.8,-2.09649130702019E-02,1.43567426130176E-03,-1.23544061183929
47.9,-1.09525946900249E-02,1.45398091990501E-03,-1.25638365745544
48,-8.9019670849666E-04,1.57821294851601E-03,-1.27695655822754
48.1,9.11895465105772E-03,1.81310437619686E-03,-1.29712843894958
48.2,1.89720280468464E-02,2.16229353100061E-03,-1.31686890125275
48.3,2.85681150853634E-02,2.62770336121321E-03,-1.33614766597748
48.4,3.78096699714661E-02,3.20913549512625E-03,-1.35493516921997
48.5,4.66038919985294E-02,3.90450865961611E-03,-1.37320268154144
48.6,5.48639856278896E-02,4.71061840653419E-03,-1.39092242717743
48.7,6.25107437372208E-02,5.62290800735354E-03,-1.40806722640991
48.8,0.069473996758461,6.63522258400917E-03,-1.42461121082306
48.9,7.56932869553566E-02,7.73960631340742E-03,-1.44052970409393
49,8.11192914843559E-02,8.92725493758917E-03,-1.45579922199249
49.1,8.57142060995102E-02,1.01883783936501E-02,-1.47039818763733
49.2,8.94522070884705E-02,1.15120708942413E-02,-1.48430645465851
49.3,9.23198610544205E-02,1.28861265257001E-02,-1.49750554561615
49.4,9.43160951137543E-02,0.014298178255558,-1.50997853279114
49.5,9.54520031809807E-02,1.57356765121222E-02,-1.52171051502228
49.6,9.57505702972412E-02,1.71858351677656E-02,-1.53268790245056
49.7,9.52458828687668E-02,1.86364781111479E-02,-1.54289829730988
49.8,9.39822345972061E-02,2.00752355158329E-02,-1.55233097076416
49.9,9.20135229825974E-02,2.14902050793171E-02,-1.56097745895386
50,8.94016921520233E-02,2.28702258318663E-02,-1.56883037090302
50.1,0.086215429008007,2.42048110812902E-02,-1.57588410377502
50.2,8.25290679931641E-02,2.54845712333918E-02,-1.58213424682617
50.3,7.84211829304695E-02,2.67007071524858E-02,-1.58757817745209
50.4,7.39729851484299E-02,2.78459023684263E-02,-1.59221458435059
50.5,6.92668408155441E-02,2.89141219109297E-02,-1.59604358673096
50.6,6.43854141235352E-02,2.99011114984751E-02,-1.59906649589539
50.7,5.94102367758751E-02,3.08039020746946E-02,-1.60128581523895
50.8,5.44207170605659E-02,3.16205769777298E-02,-1.60270524024963
50.9,4.94932234287262E-02,3.23507897555828E-02,-1.60332942008972
51,4.47005219757557E-02,3.29955592751503E-02,-1.60316443443298
51.1,4.01111990213394E-02,3.35573218762875E-02,-1.60221695899963
51.2,3.57893370091915E-02,3.40397208929062E-02,-1.60049450397491
51.3,0.031794086098671,3.44475321471691E-02,-1.5980052947998
51.4,2.81791556626558E-02,3.47865857183933E-02,-1.59475839138031
51.5,2.49926336109638E-02,3.50635722279549E-02,-1.59076321125031
51.6,2.22766064107418E-02,3.52858752012253E-02,-1.58602964878082
51.7,2.00670063495636E-02,3.54614444077015E-02,-1.58056771755219
51.8,1.83933284133673E-02,3.55987288057804E-02,-1.57438802719116
51.9,1.72785557806492E-02,0.035705991089344,-1.56750106811523
52,1.67390014976263E-02,3.57921048998833E-02,-1.55991744995117
52.1,1.67845208197832E-02,3.58654223382473E-02,-1.55164766311646
52.2,1.74182970076799E-02,3.59342135488987E-02,-1.54270231723785
52.3,1.86374709010124E-02,3.60061526298523E-02,-1.53309214115143
52.4,2.04332768917084E-02,3.60881388187408E-02,-1.52282726764679
52.5,2.27914694696665E-02,3.61867472529411E-02,-1.51191830635071
52.6,2.56930124014616E-02,3.63075770437717E-02,-1.50037527084351
52.7,0.029114531353116,3.64551544189453E-02,-1.48820853233337
52.8,3.30285988748074E-02,3.66334170103073E-02,-1.47542822360992
52.9,3.74046303331852E-02,3.68453562259674E-02,-1.46204435825348
53,4.22088727355003E-02,3.70926670730114E-02,-1.44806718826294
53.1,4.74051460623741E-02,3.73762808740139E-02,-1.43350636959076
53.2,0.052954901009798,3.76959033310413E-02,-1.41837203502655
53.3,5.88174052536488E-02,3.80499660968781E-02,-1.40267431735992
53.4,6.49498850107193E-02,3.84362600743771E-02,-1.38642358779907
53.5,7.13079199194908E-02,3.88513989746571E-02,-1.36963081359863
53.6,7.78450667858124E-02,3.92909869551659E-02,-1.35230696201324
53.7,8.45132544636726E-02,3.97505722939968E-02,-1.33446276187897
53.8,9.12630558013916E-02,4.02246229350567E-02,-1.31611037254333
53.9,9.80436950922012E-02,4.07068021595478E-02,-1.29726183414459
54,0.104803323745728,4.11903634667397E-02,-1.27792954444885
54.1,0.111489534378052,4.16685156524181E-02,-1.25812673568726
54.2,0.118049912154675,4.21346016228199E-02,-1.2378671169281
54.3,0.124432615935802,4.25822846591473E-02,-1.217165350914
54.4,0.130586788058281,4.30052764713764E-02,-1.19603633880615
54.5,0.136462673544884,4.33975011110306E-02,-1.17449581623077
54.6,0.142012506723404,4.37532775104046E-02,-1.15255987644196
54.7,0.147191032767296,4.40679863095284E-02,-1.13024544715881
54.8,0.151955410838127,4.43381369113922E-02,-1.10756993293762
54.9,0.156266182661057,4.45606112480164E-02,-1.08455157279968
55,0.160087764263153,4.47339937090874E-02,-1.06120932102203
55.1,0.16338886320591,4.48575615882874E-02,-1.03756332397461
55.2,0.166142851114273,4.49319705367088E-02,-1.01363408565521
55.3,0.168327778577805,4.49591018259525E-02,-0.989442884922028
55.4,0.169927194714546,4.49421368539333E-02,-0.965011954307556
55.5,0.170930862426758,4.48847934603691E-02,-0.940364062786102
55.6,0.171334996819496,4.47924509644508E-02,-0.915522813796997
55.7,0.171142488718033,4.46712784469128E-02,-0.890512943267822
55.8,0.170363441109657,0.044527992606163,-0.865359783172607
55.9,0.16901558637619,4.43704351782799E-02,-0.840089499950409
56,0.167124360799789,4.42063175141811E-02,-0.814729154109955
56.1,0.164722874760628,4.40442524850368E-02,-0.789306640625
56.2,0.161852091550827,4.38928492367268E-02,-0.763850569725037
56.3,0.158560052514076,4.37605828046799E-02,-0.738390326499939
56.4,0.154901579022408,4.36557121574879E-02,-0.712956130504608
56.5,0.150937840342522,4.35860678553581E-02,-0.687578856945038
56.6,0.146735310554504,4.35588993132114E-02,-0.662289977073669
56.7,0.142364963889122,0.043580424040556,-0.637121140956879
56.8,0.137901544570923,4.36561405658722E-02,-0.612104952335358
56.9,0.133422553539276,4.37907129526138E-02,-0.587274074554443
57,0.129007324576378,4.39877845346928E-02,-0.562661290168762
57.1,0.124735720455647,4.42495718598366E-02,-0.53829950094223
57.2,0.120687253773212,4.45776432752609E-02,-0.51422131061554
57.3,0.116939671337605,4.49721850454807E-02,-0.490458875894547
57.4,0.113567769527435,4.54321391880512E-02,-0.467044055461884
57.5,0.110642269253731,0.045955516397953,-0.444008231163025
57.6,0.108228571712971,4.65391874313354E-02,-0.421382248401642
57.7,0.10638564825058,4.71787378191948E-02,-0.399196147918701
57.8,0.105164870619774,4.78691011667252E-02,-0.37747859954834
57.9,0.104608975350857,4.86043356359005E-02,-0.356257170438766
58,0.104751318693161,4.93774861097336E-02,-0.335558503866196
58.1,0.105615206062794,5.01812845468521E-02,-0.315407872200012
58.2,0.107213579118252,0.051007803529501,-0.295829325914383
58.3,0.109549313783646,5.18488772213459E-02,-0.276844918727875
58.4,0.112614974379539,5.26959076523781E-02,-0.258475214242935
58.5,0.11639329791069,5.35401217639446E-02,-0.240739598870277
58.6,0.120857872068882,5.43728098273277E-02,-0.22365602850914
58.7,0.125973463058472,5.51852583885193E-02,-0.207240626215935
58.8,0.131696850061417,5.59693612158298E-02,-0.191507801413536
58.9,0.137977793812752,5.67171424627304E-02,-0.176470682024956
59,0.144759774208069,5.74206337332726E-02,-0.162140861153603
59.1,0.151980593800545,5.80727756023407E-02,-0.148528203368187
59.2,0.159573510289192,5.86676821112633E-02,-0.135640993714333
59.3,0.167468249797821,5.92002049088478E-02,-0.123485840857029
59.4,0.175592094659805,5.96655197441578E-02,-0.112067997455597
59.5,0.183870896697044,6.00602515041828E-02,-0.101391158998013
59.6,0.192230135202408,6.03819638490677E-02,-9.14575904607773E-02
59.7,0.200596004724503,6.06291219592094E-02,-8.22683423757553E-02
59.8,0.208896324038506,0.060801237821579,-7.38228112459183E-02
59.9,0.217061534523964,6.08990266919136E-02,-6.61194995045662E-02
60,0.225025430321693,6.09241276979446E-02,-5.91553077101707E-02
60.1,0.232725754380226,6.08788877725601E-02,-5.29261380434036E-02
60.2,0.240104556083679,6.07664100825787E-02,-4.74266707897186E-02
60.3,0.2471082508564,6.05910606682301E-02,-4.26504351198673E-02
60.4,0.253687351942062,6.03582561016083E-02,-3.85900773108006E-02
60.5,0.259797185659409,6.00742623209953E-02,-0.035237580537796
60.6,0.265397280454636,5.97460456192493E-02,-3.25841344892979E-02
60.7,0.270450919866562,5.93812577426434E-02,-3.06203067302704E-02
60.8,0.274925410747528,5.89881092309952E-02,-2.93360836803913E-02
60.9,0.278792262077332,5.85752949118614E-02,-2.87210624665022E-02
61,0.282026916742325,5.81518597900867E-02,-2.87645645439625E-02
61.1,0.284609198570251,5.77269718050957E-02,-2.94562298804522E-02
61.2,0.286524087190628,5.73099330067635E-02,-3.07856500148773E-02
61.3,0.287761747837067,5.69100119173527E-02,-3.27425450086594E-02
61.4,0.288318037986755,0.056536465883255,-3.53169403970242E-02
61.5,0.288195133209229,5.61980716884136E-02,-3.84993329644203E-02
61.6,0.287402033805847,0.055902261286974,-0.042281124740839
61.7,0.285954743623734,5.56560717523098E-02,-4.66541908681393E-02
61.8,0.28387662768364,5.54658956825733E-02,-5.16110248863697E-02
61.9,0.281198352575302,5.53370267152786E-02,-5.71448504924774E-02
62,0.277957886457443,0.055273674428463,-6.32496103644371E-02
62.1,0.274200111627579,5.52783347666264E-02,-0.069920688867569
62.2,0.269976735115051,5.53526505827904E-02,-7.71539807319641E-02
62.3,0.265346050262451,5.54969981312752E-02,-8.49456340074539E-02
62.4,0.260371595621109,5.57101555168629E-02,-9.32933464646339E-02
62.5,0.255121737718582,5.59898689389229E-02,-0.102195471525192
62.6,0.249669373035431,5.63322938978672E-02,-0.111651062965393
62.7,0.244091406464577,5.67325614392757E-02,-0.121659025549889
62.8,0.238467171788216,5.71854710578918E-02,-0.132219240069389
62.9,0.232878193259239,5.76840452849865E-02,-0.143332198262215
63,0.227406114339828,5.82205317914486E-02,-0.154998943209648
63.1,0.222132682800293,5.87874390184879E-02,-0.167219907045364
63.2,0.217137962579727,5.93768209218979E-02,-0.179995626211166
63.3,0.212499737739563,5.99794201552868E-02,-0.193327099084854
63.4,0.208292275667191,0.060587041079998,-0.207215055823326
63.5,0.204584866762161,6.11915178596973E-02,-0.221659824252129
63.6,0.201440587639809,6.17848709225655E-02,-0.23666125535965
63.7,0.198915302753448,6.23590722680092E-02,-0.252218842506409
63.8,0.197057276964188,6.29061833024025E-02,-0.268331289291382
63.9,0.195906087756157,6.34198859333992E-02,-0.2849962413311
64,0.195492029190063,6.38943314552307E-02,-0.302210539579391
64.1,0.19583560526371,6.43247738480568E-02,-0.319969713687897
64.2,0.196947321295738,6.47071152925491E-02,-0.338268011808395
64.3,0.198827385902405,6.50377869606018E-02,-0.357098639011383
64.4,0.201465621590614,6.53138160705566E-02,-0.376453042030334
64.5,0.204842045903206,6.55334368348122E-02,-0.396321058273315
64.6,0.208927378058434,6.56957551836967E-02,-0.416691035032272
64.7,0.21368320286274,6.58004134893417E-02,-0.437549620866776
64.8,0.219062298536301,6.58481419086456E-02,-0.458881765604019
64.9,0.225009992718697,6.58399164676666E-02,-0.480670481920242
65,0.231464475393295,6.57776072621346E-02,-0.50289660692215
65.1,0.238358184695244,0.065663568675518,-0.525539100170135
65.2,0.245618283748627,6.55007809400558E-02,-0.548575282096863
65.3,0.253168016672134,6.52925372123718E-02,-0.571980595588684
65.4,0.260927975177765,6.50428384542465E-02,-0.59572833776474
65.5,0.268817216157913,6.47559389472008E-02,-0.619790196418762
65.6,0.276754468679428,6.44358024001122E-02,-0.644136309623718
65.7,0.284659057855606,6.40871301293373E-02,-0.668734967708588
65.8,0.29245200753212,0.063714787364006,-0.693553328514099
65.9,0.300057083368301,6.33240640163422E-02,-0.718557119369507
66,0.307401835918427,6.29198625683784E-02,-0.74371063709259
66.1,0.31441792845726,6.25068694353104E-02,-0.76897794008255
66.2,0.321042031049728,6.20904229581356E-02,-0.79432225227356
66.3,0.327216356992722,6.16757906973362E-02,-0.819705724716187
66.4,0.332888931035995,6.12678937613964E-02,-0.845090627670288
66.5,0.338014423847198,6.08714781701565E-02,-0.870439112186432
66.6,0.342554062604904,6.04915507137775E-02,-0.895713567733765
66.7,0.346476316452026,6.01328201591969E-02,-0.920876443386078
66.8,0.349756866693497,5.97996264696121E-02,-0.945890963077545
66.9,0.352378726005554,5.94959929585457E-02,-0.970720946788788
67,0.354332774877548,5.92252016067505E-02,-0.995331466197968
67.1,0.355617582798004,0.058990478515625,-1.01968860626221
67.2,0.356239706277847,5.87949566543102E-02,-1.04376018047333
67.3,0.356213927268982,5.86407296359539E-02,-1.06751525402069
67.4,0.355562925338745,5.85293509066105E-02,-1.09092438220978
67.5,0.354316860437393,5.84621541202068E-02,-1.1139600276947
67.6,0.352513283491135,5.84397278726101E-02,-1.13659644126892
67.7,0.350196272134781,5.84619976580143E-02,-1.1588100194931
67.8,0.347416073083878,5.85283786058426E-02,-1.18057870864868
67.9,0.344228565692902,5.86374513804913E-02,-1.20188271999359
68,0.340694010257721,5.87870851159096E-02,-1.22270452976227
68.1,0.336876571178436,5.89743927121162E-02,-1.24302887916565
68.2,0.332843691110611,5.91957122087479E-02,-1.26284217834473
68.3,0.328664869070053,5.94469495117664E-02,-1.28213214874268
68.4,0.324411243200302,5.97235076129436E-02,-1.30088877677917
68.5,0.320154428482056,6.00204765796661E-02,-1.31910383701324
68.6,0.315966039896011,0.060332678258419,-1.33677065372467
68.7,0.311916559934616,6.06543086469173E-02,-1.35388386249542
68.8,0.308074653148651,6.09800107777119E-02,-1.3704400062561
68.9,0.30450576543808,6.13045021891594E-02,-1.38643634319305
69,0.30127164721489,6.16223514080048E-02,-1.4018714427948
69.1,0.298429369926453,6.19288273155689E-02,-1.4167445898056
69.2,0.296030223369598,0.062219612300396,-1.43105566501617
69.3,0.294119030237198,6.24905489385128E-02,-1.44480502605438
69.4,0.292733460664749,6.27379864454269E-02,-1.4579930305481
69.5,0.291903734207153,6.29595294594765E-02,-1.47062027454376
69.6,0.291652113199234,6.31538107991219E-02,-1.48268759250641
69.7,0.291992455720901,6.33202195167542E-02,-1.49419522285461
69.8,0.292930543422699,6.34590461850166E-02,-1.5051429271698
69.9,0.294463574886322,6.35715872049332E-02,-1.51552927494049
70,0.296580195426941,6.36597871780396E-02,-1.52535271644592
